,attribute_1,attribute_2,attribute_3,attribute_4,attribute_5,attribute_6,attribute_7,attribute_8,attribute_9,attribute_10,attribute_11,attribute_12,attribute_13,attribute_14,attribute_15,attribute_16,attribute_17,attribute_18,attribute_19,attribute_20,attribute_21,attribute_22,attribute_23,attribute_24,attribute_25,attribute_26,attribute_27,attribute_28,attribute_29,attribute_30,attribute_31,attribute_32,attribute_33,attribute_34,attribute_35,attribute_36,attribute_37,attribute_38,attribute_39,attribute_40,attribute_41,attribute_42,attribute_43,attribute_44,attribute_45,attribute_46,attribute_47,attribute_48,attribute_49,attribute_50,attribute_51,attribute_52,attribute_53,attribute_54,attribute_55,attribute_56,attribute_57,attribute_58,attribute_59,attribute_60,Discrimination,Difficulty,Guessing
attribute_45,0.20303061401772748,0.401335758839868,0.14982774987408728,0.06633686407099068,0.014928980406993987,0.028855659062434917,0.03126637763234493,0.17249896924788805,0.42887287564696347,0.302646790764224,0.18920832203850582,0.07602337305510816,0.061450545669297585,-0.0075370771659792725,-0.10059822406502172,-0.0986370715771888,-0.14681036449784043,-0.2667652692596657,-0.18339481075597938,-0.06873228242512487,-0.034328481619021176,-0.12260178888797423,-0.19925629382646548,-0.21579499318656878,-0.2535788198261002,-0.15033920364240552,-0.05893938438634913,0.11261678024851504,0.16345945312218457,0.29389357681397643,0.22415882657847364,0.3218040190472187,0.3601754510933771,0.31037031719443503,0.2654083401521356,0.306354121829205,0.28672078729950196,0.32886241925164894,0.3646447746891806,0.3915782846799467,0.4618047556770896,0.5743259854529092,0.7082214482310665,0.8584086066006744,1.0,0.8793989166629153,0.7586441801622491,0.6530072870064404,0.5798382005792218,0.5717250043416297,0.5239275936121767,0.4880928165412823,0.35976439662895615,0.18267487850727876,0.052536522172183346,0.08821072781127533,0.15131176083597017,0.070968939454223,-0.030340774088364678,0.009284018334971637,-0.2871468102205816,-0.10019405819900343,-0.10056494864363863
attribute_46,0.28934334392260935,0.460973182670328,0.13369442978691437,0.013282209791379524,-0.0027942843181220623,0.007340120253563132,0.005801868381414052,0.08786041530057502,0.28748993653822924,0.10204295155859558,-0.013162240289496611,-0.051831057212907074,-0.01588075674588233,-0.02743220824116384,-0.07114143656229123,-0.08722293324372297,-0.1434437109910226,-0.28832267600829037,-0.20771406185292254,-0.13391054312759193,-0.10316732912384131,-0.16871742528949732,-0.23963663959250556,-0.23930202436849285,-0.2873333081485883,-0.19033519341175478,-0.12569211075525646,0.048079502434766476,0.17522582879246112,0.32876187031392345,0.25185761564133885,0.3163406383359309,0.36462218138421465,0.33769006908991994,0.2757403435702192,0.22201638615916539,0.1772275032881432,0.2255920146236276,0.2324994408680848,0.305832215847209,0.5390204408847702,0.5851087748530623,0.6252922601691879,0.6674248737975245,0.8793989166629153,1.0,0.8452264286600779,0.5851839407450233,0.5412379539402531,0.6686689341478361,0.6130603443323949,0.4968688985034967,0.3432777543028375,0.24742400791748748,0.06484624697567659,0.0969930894374313,0.14832492774884654,0.15518787279474033,0.0354616253208321,0.0876050416187211,-0.246981649410072,-0.11672584258155273,-0.010714309747290854
attribute_47,0.21582950867848347,0.4380891769574706,0.1770096238521816,-0.09771498981335593,-0.07781808272952744,0.0038658417868897964,0.04292199865082934,0.12123186062336364,0.28245808657365645,0.16579219623386474,0.052569756118987336,0.029089506517007573,0.023100592758360208,-0.04597784441939584,-0.0228290541032371,-0.008468051633532469,-0.08438709922285255,-0.23770015459943974,-0.1880753007745775,-0.22361417305139425,-0.215381737200302,-0.1407985639326936,-0.14847947100842568,-0.11069369553870674,-0.1690132300426687,-0.14537517050080415,-0.03266630488667008,0.12213741267244607,0.20678926281038618,0.34282000615289077,0.3579880669352796,0.3327083843249712,0.26398503464479167,0.12835115412322476,0.07819950338130367,0.07189309983920165,0.08949267819870696,0.08992327524064977,0.12728793586195244,0.24230882954558866,0.5356641116313711,0.5566665767630602,0.5772417981509278,0.6261596054511238,0.7586441801622491,0.8452264286600779,1.0,0.7780703437389895,0.7149976512198228,0.6763054791233277,0.6630296130185241,0.4332494939151978,0.21202945799513512,0.11813454100379595,-0.040745429986570825,0.061122478449723114,0.21431043944497447,0.22091413833171425,0.13221317994967846,0.12008135551952573,-0.22860929660219245,-0.14868663365848733,-0.09486551918047766
attribute_48,0.26953366853921185,0.42424749123288585,0.2095558164680721,0.08570310581219139,-0.027462824277690374,-0.013410611058664102,0.08298631577786444,0.27825171666314635,0.3801689355055056,0.3992768355987685,0.27942661223862936,0.12540708017445068,0.009036155835499106,-0.059542119992480325,-0.031280389754688914,-0.02090916199270282,-0.11579708289908441,-0.2355329189207054,-0.2323624841482889,-0.24115827449678123,-0.21739638624590402,-0.21835262920084517,-0.23059516415709588,-0.15946490461156032,-0.22368809150715507,-0.1845512349158519,-0.09013458392930414,0.07287814384382614,0.15250677060875525,0.24575760774088184,0.2564555332349516,0.22381477705772587,0.25651112369206047,0.10202038823692687,0.048322977407469284,0.1228375003361403,0.15751773388154938,0.1527156238199298,0.2301394423065889,0.2835455035105592,0.388508228753005,0.49352641294728833,0.5790810617375346,0.5812077979122887,0.6530072870064404,0.5851839407450233,0.7780703437389895,1.0,0.9179586309586222,0.6573516089639052,0.6620061784948679,0.33884160148357706,0.2647538669976964,0.1706520156060069,-0.010203633671157437,0.11854438711753361,0.1927760116359512,0.23224499487981726,0.14292426783220333,0.22517634965295033,-0.2986932937390556,-0.16680751421033163,-0.1474128721626914
attribute_49,0.27085080456845434,0.44092330547561454,0.2370888497930951,0.1034612554103396,-0.02243762230808429,-0.04288935557990644,0.10862395967585116,0.27134153107229075,0.3428509912900732,0.3671226791063855,0.24979653051274747,0.10617558814270983,-8.111876308450985e-05,-0.04653016730465464,0.0044154409085314,0.024211136836167657,-0.060953781956915525,-0.18014310811078293,-0.1681551636503488,-0.20834676662101748,-0.1974276688220818,-0.20930866498583026,-0.19346688969984838,-0.12299776318311324,-0.22492284303144314,-0.18168867665730834,-0.09025942131031985,0.01932815648028117,0.0873131304772864,0.16927299963190312,0.14638410237458546,0.12601680781419178,0.17357964800911896,0.021320805507102126,0.0006105590178273308,0.12077568950580798,0.19429070611178956,0.17560064046624987,0.23810203121027268,0.25247005885506635,0.33855578449499835,0.42997163368092156,0.5258267325973259,0.5334527650644943,0.5798382005792218,0.5412379539402531,0.7149976512198228,0.9179586309586222,1.0,0.7320084223875901,0.6644451149688904,0.2969462269077124,0.18574724463622255,0.24765898662220556,-0.013739344963625931,0.023673460526778385,0.12745839058139743,0.25568551406541473,0.1346540441447239,0.15364662728031755,-0.27760636032466834,-0.16451006861232673,-0.09569096388059256
attribute_50,0.415360451289339,0.5223025689334441,0.13552299669206358,0.0606862919527782,0.031048650024379305,0.07120670918245255,0.1801087538756032,0.25424410918563667,0.3930332026447208,0.33462570964018173,0.1467241513252016,0.04590982843036522,0.07771018517803843,0.14307473376101681,0.20400217840213888,0.1953032001286016,0.06408287519720311,-0.10018215399280309,-0.055277761072471995,-0.02566875056743963,-0.006246154506205856,-0.17111358130028453,-0.2780902604970463,-0.27385250997003957,-0.34866681641676645,-0.293952557359015,-0.23738072779379182,-0.03230602011569867,0.07469404483625336,0.2392291544278353,0.1684175005371277,0.1316842422664499,0.11786719426598964,0.09002942982173151,0.07813122931791931,0.022834942437901216,0.08854144488953189,0.21787188407871388,0.24550931932094686,0.18853550104128686,0.34204903233958467,0.39689088394811795,0.43103958803656267,0.3771165684608961,0.5717250043416297,0.6686689341478361,0.6763054791233277,0.6573516089639052,0.7320084223875901,1.0,0.6902212372951014,0.48421099652689276,0.3247578283488074,0.377040504452046,0.13983577117581877,0.11961345077381512,0.12174070473416557,0.2563081155851897,0.07553870503503993,0.159262268053975,-0.20145720533480527,-0.1424617977799128,0.04361382338762011
attribute_51,0.27637084080136687,0.5253810917522436,0.26981085349544404,0.18254892301032016,0.13962783347168176,0.16177308896224893,0.1977914768149459,0.27930284777898984,0.2531762542866516,0.20953725666269477,0.15832401425914092,0.13023785625940207,0.22219564091077568,0.1632491094488718,0.13400388937347005,0.11132498099423346,0.013533317084027134,-0.14684878044834165,-0.022788848920391517,-0.01774750309570829,-0.012587362292178553,-0.08965161818389672,-0.18977365126290613,-0.16129009364216465,-0.2749778175031381,-0.248633012294636,-0.13797514931039487,0.011833436440734547,0.03514977355989086,0.06747373531482981,0.09064633380403751,0.08887327840175176,0.007374240207002752,-0.057525053064485354,-0.06354783088821056,-0.10177304575526198,-0.12834409267437988,-0.02054042325475715,0.0817766082371076,0.05117399688911766,0.35495305364644497,0.5295141706102792,0.509233072166007,0.36408572995707006,0.5239275936121767,0.6130603443323949,0.6630296130185241,0.6620061784948679,0.6644451149688904,0.6902212372951014,1.0,0.6224019131421055,0.39949377777090683,0.40482279014904926,0.05865188762111922,0.1385190569109877,0.09256359715627802,0.4286193754819593,0.20169958560094245,0.21056335855011893,-0.21314878939199963,-0.07556406346647397,-0.06848118527542746
attribute_52,0.1938531468986705,0.5333827000416903,0.37303938289513,0.3888238284417826,0.30222432175689595,0.2879513316171416,0.20005644714225962,0.3944945661248074,0.3748264615770185,0.24382316574656593,0.2018204861758942,0.20150177157349358,0.28164142287322286,0.31809541279882064,0.2693956876254541,0.2452344416216325,0.11331737565264255,0.01167265827413851,0.11570384556226233,0.10857335267285363,1.8541622508050954e-05,-0.15893151081692466,-0.2025724874899868,-0.2462524171112614,-0.38739926723062523,-0.3988070185834769,-0.29495241966739405,-0.1292161906590787,-0.10362249163807197,0.06759733823596897,0.1863628331513786,0.1647944359133872,0.07879039010664639,0.02960208906041119,0.05101215070157704,-0.10023011342582741,-0.1269901325646913,0.0602042944939308,0.047781457475170146,0.07324937384264739,0.46047399338108586,0.6010718267207709,0.4482728189447282,0.3380830081357151,0.4880928165412823,0.4968688985034967,0.4332494939151978,0.33884160148357706,0.2969462269077124,0.48421099652689276,0.6224019131421055,1.0,0.699751063620606,0.354664803735486,0.21008435815736085,0.3316497128433711,0.2176871074891428,0.34086747040214643,0.14982099303929652,0.014520529017038373,-0.32875186070102913,0.040313423388619686,-0.07373264343845823
attribute_53,0.3332476626216261,0.3894493140885703,0.34633400418431753,0.5159498530219772,0.2992944535406744,0.11056225808401467,0.04025057160310242,0.3496473103291775,0.42430685123586587,0.36642935638709223,0.3880025544643402,0.3569907686693658,0.2826765613668553,0.29400057889910447,0.19625155532343097,0.17099910024064324,0.11432465462096889,0.06761482947433368,0.13547176861894508,0.1869481861118838,0.1446546603488093,-0.07882246895698947,-0.18753140678328298,-0.3152134761211859,-0.39084324098105966,-0.4037308350828414,-0.4088676773827266,-0.23961108395341554,-0.16500518880199508,-0.054914357015795126,-0.052343485623872026,-0.04598470013485902,0.08828278499296582,0.1522923366931864,0.09377921134647733,-0.05360176455975298,-0.018019989461640875,0.15890731027711166,0.166209540070239,0.21481759192465263,0.3770646466207127,0.49850277016763456,0.44534736826961185,0.2706404461841349,0.35976439662895615,0.3432777543028375,0.21202945799513512,0.2647538669976964,0.18574724463622255,0.3247578283488074,0.39949377777090683,0.699751063620606,1.0,0.3563307691606041,0.20607880266307865,0.414150695520072,0.21713296102303276,0.3777450309948419,0.20842398974765597,0.2036557788141048,-0.21015210536253232,-0.03755405928595004,-0.08411463303439871
attribute_54,0.41430568005908486,0.5039902006806607,0.3697002959727332,0.40291206791368606,0.28614391799401306,0.025335877065757444,0.04039644520740671,0.22511405132639203,0.1424170900818225,0.15708156238413834,0.2319955895060662,0.20264601189629286,0.2888062327757541,0.3333821510595392,0.30322830746944784,0.2974435657240216,0.23648882701902432,0.17266540401508323,0.24737105173449805,0.2491093337585365,0.26470880746452075,0.12988221379415427,-0.005013463371107475,-0.05040725568523975,-0.17738503783033022,-0.2702281445888287,-0.3193540777029541,-0.2750875697428048,-0.31465811675976685,-0.22029942042315992,-0.20212577495771783,-0.1888745524133428,-0.1487673051596609,-0.027359740186953082,0.010980335484649236,-0.07619129309841306,-0.08073105605988877,0.09107039231309678,0.18365101775198445,0.08153318609656228,0.10493016712071429,0.3014855192256143,0.34634199441243946,0.10334334223344929,0.18267487850727876,0.24742400791748748,0.11813454100379595,0.1706520156060069,0.24765898662220556,0.377040504452046,0.40482279014904926,0.354664803735486,0.3563307691606041,1.0,0.3974540369423923,0.21166373379941186,0.16914895250719492,0.31625617051503213,0.26397603102214184,0.16220476803102982,-0.27440062294638656,-0.03786601647963347,0.05720019874538323
attribute_55,0.09147764908397786,0.1848208434248597,0.11460043649003639,0.12292973552668064,0.010302782782685553,-0.10369495308213596,-0.09125177879269766,0.08366111589155978,0.05169634933505678,0.12767464310972834,0.23544946227437283,0.2854180672296452,0.2891734343726641,0.3523734762331555,0.3441846494347437,0.3474471165278561,0.2911333253939722,0.2697103210204313,0.31033349358810125,0.3413785447007469,0.24085244977194947,-0.09709891886795086,-0.298540787383354,-0.3830058484168493,-0.46122624460755074,-0.54040315688447,-0.5770720767660436,-0.5351149784455761,-0.4387015287914228,-0.3155517392405039,-0.287278071698199,-0.2013113695987876,-0.08480849243527566,0.04066849112952452,-0.04537900132172805,-0.14299374927100822,-0.03598501201335122,0.14851472844459856,0.24495699205300886,0.1811007271646588,0.09396761965586788,0.11666683116234872,0.049433078924596585,-0.0734404287709899,0.052536522172183346,0.06484624697567659,-0.040745429986570825,-0.010203633671157437,-0.013739344963625931,0.13983577117581877,0.05865188762111922,0.21008435815736085,0.20607880266307865,0.3974540369423923,1.0,0.4315872478312551,0.33864087276119453,0.42280898644519405,0.18136483457731029,0.07774389194326724,-0.18398162820202768,-0.0649134356248532,0.19211181821726916
attribute_56,0.22773940200216836,0.22221944351144174,0.2726959313186576,0.4425614903846473,0.32132308768978235,0.16443288720918403,0.18878639392505517,0.4492276118392028,0.34141489483102494,0.22826407113425648,0.29043099359334507,0.36563873101175,0.3058214970160636,0.3943563199750475,0.3783386054944308,0.34396189867294386,0.3017931093783973,0.29989233130287785,0.33363177445734327,0.3411553113135742,0.3012098519261261,0.05247402569336512,-0.16766481423396773,-0.22949998098000063,-0.23958425472350384,-0.33882322196790776,-0.36864623674675057,-0.2511785043385827,-0.24060535164352154,-0.11405241437132835,-0.07934402872997956,-0.13525548504126894,-0.19770249410409466,-0.09710573916339704,-0.06565321120132384,-0.14060711355472544,-0.0013309226816490443,0.07277233118171682,0.034073427480719724,0.101371188846079,0.1885511847686922,0.09057351656941039,0.05062111006571316,0.003625221262199632,0.08821072781127533,0.0969930894374313,0.061122478449723114,0.11854438711753361,0.023673460526778385,0.11961345077381512,0.1385190569109877,0.3316497128433711,0.414150695520072,0.21166373379941186,0.4315872478312551,1.0,0.49390123274900644,0.3011131951716189,0.17946752263402085,0.28737465596871514,-0.32664307488324296,0.05576308039690246,-0.019149660460127536
attribute_57,0.2074495015738512,0.2421081918827213,0.37161952465387854,0.36874909669744577,0.18917849306471293,0.08687904706987276,0.09865216169392207,0.3668838551401524,0.20151613500844928,0.09816777959831076,0.023408652064826847,0.010891746180399963,-0.07476046689120239,0.12221894854109788,0.2269378399728589,0.20121684984222404,0.11021341772670289,0.06388152588936301,0.06791665435654862,0.053061563071809065,0.04099335999774361,-0.10552060710868473,-0.1920722898990035,-0.17454305742892723,-0.18691735318485525,-0.3125879760851554,-0.2808050666480818,-0.1799641178068233,-0.188133555714145,-0.026444992374910485,-0.0331555498809822,-0.0798774865947404,-0.05056387238889365,-0.0670488987309958,-0.04717441565191195,-0.023992594978520618,0.0527053780868961,0.10817569102612579,0.154745256167039,0.2117408062066255,0.27150143556615974,0.11463098766747316,0.017983458219121465,0.06074908459883705,0.15131176083597017,0.14832492774884654,0.21431043944497447,0.1927760116359512,0.12745839058139743,0.12174070473416557,0.09256359715627802,0.2176871074891428,0.21713296102303276,0.16914895250719492,0.33864087276119453,0.49390123274900644,1.0,0.40043183832972895,0.3707740542614746,0.29985287692717105,-0.18535312002099358,-0.037287747631636406,0.06518594203674462
attribute_58,0.28801422542637684,0.34155717899420074,0.37217912773098605,0.32652066628890597,0.061314224630398935,0.011029931674054494,0.0904009306887755,0.21201898411693257,0.1640053791102558,0.19863318710473324,0.26094460920995693,0.22804481182799777,0.24351328930750832,0.2130375565332107,0.2618288764999927,0.2705134426461357,0.2519548812726518,0.1796884709072755,0.17681097281060035,0.05838060660858219,-0.04087322786348788,-0.17568310973458812,-0.29331978782566026,-0.3646904428379627,-0.4263337773139859,-0.4401822348180581,-0.3917915081256389,-0.3713445711916192,-0.3603874779083897,-0.24867184863383487,-0.11437828752688776,-0.08471956893635654,-0.08110345299160435,-0.06802406069576433,0.014775774513387165,-0.10790325576013825,-0.017747447752324466,0.049831797600533294,0.11500872508612933,0.146067710544193,0.23912368237754436,0.20921109644731,0.12925102988558726,-0.005869678468173001,0.070968939454223,0.15518787279474033,0.22091413833171425,0.23224499487981726,0.25568551406541473,0.2563081155851897,0.4286193754819593,0.34086747040214643,0.3777450309948419,0.31625617051503213,0.42280898644519405,0.3011131951716189,0.40043183832972895,1.0,0.5264518161646439,0.3779617429639804,-0.26849382153866985,-0.060086254138889635,-0.01071728986200994
attribute_59,0.20922904272394563,0.15735682390342776,0.3152319076254585,0.35289464758230005,0.364670957244688,0.15766366532608295,0.16819502544305653,0.06164833267715295,-0.1065307666673014,-0.04358821974699735,0.007377774775749642,0.1120793413532231,0.1558766689501283,0.25493254969495716,0.2827884575487362,0.2974570268338047,0.28231407377625956,0.2312861463932704,0.1821062204644607,-0.045621753906770195,-0.0804340615759962,-0.0024639428665031615,-0.010578259595711993,-0.04036583920033542,-0.17531726109267015,-0.2594407971002199,-0.19955902088421723,-0.2944154202624877,-0.4408358359971089,-0.41844628395499567,-0.26846135347376576,-0.14821877699709898,-0.18200277008201965,-0.2932946259820491,-0.1314037777926923,-0.06605178607915628,-0.022946688180112425,-0.01281735833700111,0.016151994708936128,0.12501132336949067,0.22183441122930872,0.18982073761184726,0.12681211685613972,-0.001508502445947217,-0.030340774088364678,0.0354616253208321,0.13221317994967846,0.14292426783220333,0.1346540441447239,0.07553870503503993,0.20169958560094245,0.14982099303929652,0.20842398974765597,0.26397603102214184,0.18136483457731029,0.17946752263402085,0.3707740542614746,0.5264518161646439,1.0,0.77826770533255,-0.2686127502458834,0.054632894264693456,-0.1374546442612208
attribute_60,0.2069030363480544,0.014143779240038403,0.12830586250453693,0.2753020069479245,0.27380048321146633,0.1662345601604061,0.2773695156310377,0.06385765501551802,0.03838127813287001,0.07087291729259239,0.012954524885160874,0.08521721865212002,0.061274494720162276,0.15262454094044456,0.15989063834968212,0.1474067784881691,0.12866508767711518,0.12985132187725076,0.07287676157591112,-0.058341777364771474,-0.04681690578597238,-0.08093866165976515,-0.16111640270969532,-0.15039734433813984,-0.16204693289594727,-0.21190799342409827,-0.19340719511480747,-0.1882830396766187,-0.24908874816572174,-0.2363801826763378,-0.17704489909232593,-0.09102643626087309,-0.05657950583016425,-0.07168933077167283,0.02018752124113728,0.04778250464670804,0.07875463102515698,0.07461061815921953,0.08068509131509963,0.19856309556691512,0.2618597274048572,0.17758119978362674,0.12255072420172258,0.030461112439120166,0.009284018334971637,0.0876050416187211,0.12008135551952573,0.22517634965295033,0.15364662728031755,0.159262268053975,0.21056335855011893,0.014520529017038373,0.2036557788141048,0.16220476803102982,0.07774389194326724,0.28737465596871514,0.29985287692717105,0.3779617429639804,0.77826770533255,1.0,-0.21987410136608626,0.0013682513303116795,-0.06746454070062291
Discriminacao,-0.29222181580530815,-0.39437471010951586,-0.3843019155589909,-0.36297412988785616,-0.276517660672816,-0.21478476413670772,-0.20037155338973264,-0.2739340040795325,-0.2299009558847834,-0.17979946608914824,-0.26541471374929454,-0.29525662058957447,-0.3463949049418373,-0.3321894454345151,-0.36315711416226953,-0.432447335432367,-0.4394201386478833,-0.413808689496839,-0.387454686322964,-0.27004540085717305,-0.1775142973000394,-0.07713523825621438,0.10192945890783643,0.18001367026384058,0.2644359839137997,0.3440542323770177,0.37649203970184725,0.348082432490011,0.40759647466933785,0.35288811145401183,0.24202510323516682,0.1786315599973097,0.15690289297939633,0.13743413324625808,0.0646491526509701,0.07240694220743973,0.024943380100633857,-0.014550112355870996,-0.06534324133953738,-0.10993168564349508,-0.17209513276338198,-0.2175132904506805,-0.20255720747910871,-0.207264395142218,-0.2871468102205816,-0.246981649410072,-0.22860929660219245,-0.2986932937390556,-0.27760636032466834,-0.20145720533480527,-0.21314878939199963,-0.32875186070102913,-0.21015210536253232,-0.27440062294638656,-0.18398162820202768,-0.32664307488324296,-0.18535312002099358,-0.26849382153866985,-0.2686127502458834,-0.21987410136608626,1.0,-0.01997736161833481,0.22696222670497662
Dificuldade,-0.04749385403573609,0.1455163199263638,-0.0224872944871722,-0.0462133776463817,0.20208567226497168,0.40858491500751726,0.4175003004432059,0.2841055091038566,0.09615440581149623,-0.05045330846322775,-0.030699739968972743,-0.0006330032546714009,0.12409861957427167,0.16170479589949077,0.12933821884621738,0.04541216685248673,-0.14973317679442524,-0.21619659535552024,-0.20074910850504946,-0.12855018334485913,-0.07686158053763051,-0.19870581062449344,-0.25322786757238547,-0.06627976440062709,-0.023966649591585093,0.006277751618074656,-0.003896901542914771,0.07598149214382488,0.04574474609033774,0.05209328184397156,0.10425955331922736,0.05375646068907776,-0.1564631712483773,-0.07862362592397903,0.08012328372836489,0.11052173160928525,-0.07240150255015503,-0.0008684597289162292,0.07792336982601133,0.11749494499611798,0.03567708499908538,-0.08446937428850769,-0.02705589828856647,-0.011579133552425111,-0.10019405819900343,-0.11672584258155273,-0.14868663365848733,-0.16680751421033163,-0.16451006861232673,-0.1424617977799128,-0.07556406346647397,0.040313423388619686,-0.03755405928595004,-0.03786601647963347,-0.0649134356248532,0.05576308039690246,-0.037287747631636406,-0.060086254138889635,0.054632894264693456,0.0013682513303116795,-0.01997736161833481,1.0,0.3198399956861544
Adivinhacao,-0.1690725265153307,-0.0030868135242838593,-0.16045951968546135,-0.15954879809730158,-0.13122598182658785,0.032487587414217804,0.168846604226922,0.131179109547596,-0.018492304726118375,-0.12023628066479616,-0.12533506120441348,-0.02645148454027102,0.05294315517400954,0.10532870221993766,0.11465701450010307,0.023666745056803766,-0.14112594617507618,-0.17319523142108584,-0.1999695304986528,-0.11802345202568418,-0.13578562407688638,-0.31169367684149885,-0.3372254721485667,-0.14248192330609985,-0.013550526936027448,0.013577413318377049,-0.043778620514700536,0.09860437494483228,0.22088526268506165,0.22437189591365828,0.06948632951479093,-0.0824455083073463,-0.05232111139815021,0.04164890642853029,-0.049464231579353875,-0.08999861966558718,-0.1497908517866646,-0.05608444062328807,0.01905864057424544,0.052220685350706536,-0.03496001054425658,-0.07893710349253918,-0.047098687766699204,-0.08227827310087195,-0.10056494864363863,-0.010714309747290854,-0.09486551918047766,-0.1474128721626914,-0.09569096388059256,0.04361382338762011,-0.06848118527542746,-0.07373264343845823,-0.08411463303439871,0.05720019874538323,0.19211181821726916,-0.019149660460127536,0.06518594203674462,-0.01071728986200994,-0.1374546442612208,-0.06746454070062291,0.22696222670497662,0.3198399956861544,1.0
